Date,Regime_Strategy,Equal_Weight,SPY_BuyHold
2004-11-19,,-0.0034059388667732004,-0.01117918460885
2004-11-22,0.0047576059112579,0.004581678187992633,0.0047576059112579
2004-11-23,0.0015245960071599,-0.0005651125502874333,0.0015245960071599
2004-11-24,0.0023671630125183,0.0030162284702025337,0.0023671630125183
2004-11-26,-0.0007604431034548,-0.0006660395514593997,-0.0007604431034548
2004-11-29,-0.0045730254678059,-0.0042855027806181995,-0.0045730254678059
2004-11-30,0.0006788735090938,-0.0032514045166598,0.0006788735090938
2004-12-01,0.0113023235609114,0.0051623375385077,0.0113023235609114
2004-12-02,0.0008381116559986,-0.004246274825591967,0.0008381116559986
2004-12-03,-0.0006706787693129,0.009709954437484868,-0.0006706787693129
2004-12-06,-0.000335366371056,-0.002128242968881967,-0.000335366371056
2004-12-07,-0.0093540716727502,-0.003143611727475933,-0.0093540716727502
2004-12-08,0.0058247320431361,-0.0011293360059353996,0.0058247320431361
2004-12-09,0.0035293396296141,-0.002781832218242967,0.0035293396296141
2004-12-10,0.001006045140369,-0.0014369504529782664,0.001006045140369
2004-12-13,0.0086777622952208,0.0071920134516971325,0.0086777622952208
2004-12-14,0.003482999993162,-0.00027550694900089985,0.003482999993162
2004-12-15,0.0007449944922203,0.006606042212777167,0.0007449944922203
2004-12-16,-0.0005793507406262,-0.0075020416904584,-0.0005793507406262
2004-12-17,-0.0066922159587842,0.0011882237698808999,-0.0066922159587842
2004-12-20,0.0002510206292244,0.0018134200633445668,0.0002510206292244
2004-12-21,0.0076715654061464,0.0026647389568566666,0.0076715654061464
2004-12-22,0.0024060315872881,-0.0018321024576387335,0.0024060315872881
2004-12-23,0.000745139698005,0.0010465531643882998,0.000745139698005
2004-12-27,-0.0020718252935334,-0.001719635138655067,-0.0020718252935334
2004-12-28,0.0054611311559482,0.0007294678954953667,0.0054611311559482
2004-12-29,0.0014840446683132,-0.005223915683957133,0.0014840446683132
2004-12-30,-0.0018970356180934,0.0028969882773789667,-0.0018970356180934
2004-12-31,-0.0021485996406249,0.0011513992208192331,-0.0021485996406249
2005-01-03,-0.0047268449765399,-0.0068507783421838985,-0.0047268449765399
2005-01-04,-0.0122946614216689,-0.009786615421661366,-0.0122946614216689
2005-01-05,-0.0069247916597691,-0.0010753658328639668,-0.0069247916597691
2005-01-06,0.0050711913209059,-0.0021700461566602,0.0050711913209059
2005-01-07,-0.0014341164298305,-0.0021852426787132002,-0.0014341164298305
2005-01-10,0.0047174120352922,0.0029746038237804667,0.0047174120352922
2005-01-11,-0.0069149589947894,0.001703203705402867,-0.0069149589947894
2005-01-12,0.0032947485717372,0.0046125651248579,0.0032947485717372
2005-01-13,-0.0080444955371242,0.0005125251092249332,-0.0080444955371242
2005-01-14,0.0052576448643549,-0.0004828100033066665,0.0052576448643549
2005-01-18,0.0103484202639823,0.004556602167274133,0.0103484202639823
2005-01-19,-0.0105176276661856,-0.0030221598088765998,-0.0105176276661856
2005-01-20,-0.0061089912776753,-0.0014543211400108332,-0.0061089912776753
2005-01-21,-0.0061467326075992,0.002161079818366633,-0.0061467326075992
2005-01-24,-0.0019714125702472,0.0010021081498393003,-0.0019714125702472
2005-01-25,0.002827492075227,-0.006364999674933367,0.002827492075227
2005-01-26,0.0029898982755286,0.005154129037578433,0.0029898982755286
2005-01-27,0.001704671906567,-0.0006039648186552668,0.001704671906567
2005-01-28,0.0,0.0038803969641334336,0.0
2005-01-31,0.0061977546537657,-0.0006780833532224667,0.0061977546537657
2005-02-01,0.0063267010919132,0.0006309832697888332,0.0063267010919132
2005-02-02,0.0030228943318903,0.0022486172865983666,0.0030228943318903
2005-02-03,-0.0026020061668053,-0.004866467078390933,-0.0026020061668053
2005-02-04,0.0106186666697922,0.0064567578709811,0.0106186666697922
2005-02-07,-0.0013314682676488,0.00041763649015623335,-0.0013314682676488
2005-02-08,0.0011652482585745,0.0021950520614279333,0.0011652482585745
2005-02-09,-0.0075150327306283,-0.0012147994016689333,-0.0075150327306283
2005-02-10,0.0035978907453595,0.00020285077368283373,0.0035978907453595
2005-02-11,0.0085647899696113,0.005263673373837566,0.0085647899696113
