regime,TLT_ret,GLD_ret,SPY_ret
Medium Vol,2.3579892180986044,3.4231149583095233,0.16197520184530342
High Vol,16.734891606726045,4.755452050548562,-47.48816692195713
Low Vol,-1.272223509966285,4.540967033262982,12.986140486802991
